,p-value,model,latent_dimension,mask_num,county
479,0.0,PPCA,20,03,Baltimore
480,0.004999999888241291,GAP,10,01,Baltimore
481,0.08349999785423279,GAP,10,04,Baltimore
482,0.0,PPCA,15,03,Baltimore
483,0.001500000013038516,GAP,20,02,Baltimore
484,0.7176666855812073,GAP,15,02,Baltimore
485,0.0,PPCA,10,05,Baltimore
486,0.8859999775886536,GAP,20,05,Baltimore
487,0.0,GAP,5,04,Baltimore
488,0.0,PPCA,10,02,Baltimore
489,0.4166666567325592,GAP,15,05,Baltimore
490,0.007000000216066837,GAP,5,05,Baltimore
491,0.0,PPCA,20,04,Baltimore
492,0.0,GAP,5,01,Baltimore
493,0.0,PPCA,15,01,Baltimore
494,0.5016666650772095,GAP,5,03,Baltimore
495,0.0,PPCA,20,01,Baltimore
496,0.0,PPCA,15,04,Baltimore
497,0.0,GAP,5,02,Baltimore
498,0.925000011920929,GAP,10,03,Baltimore
499,0.0,PPCA,15,05,Baltimore
500,0.0,PPCA,5,01,Baltimore
501,0.9693333506584167,GAP,10,02,Baltimore
502,0.0,PPCA,5,03,Baltimore
503,0.0,PPCA,20,05,Baltimore
504,0.0,PPCA,5,02,Baltimore
505,0.0,PPCA,10,03,Baltimore
506,0.984666645526886,GAP,15,04,Baltimore
507,0.9829999804496765,GAP,20,01,Baltimore
508,0.0689999982714653,GAP,15,01,Baltimore
509,0.0,PPCA,5,04,Baltimore
510,0.0,GAP,20,04,Baltimore
511,0.0,PPCA,5,05,Baltimore
512,0.7049999833106995,GAP,15,03,Baltimore
513,0.0,PPCA,10,04,Baltimore
514,0.0,PPCA,10,01,Baltimore
515,0.010999999940395355,GAP,20,03,Baltimore
516,0.0,GAP,10,05,Baltimore
517,0.0,PPCA,15,02,Baltimore
518,0.0,PPCA,20,02,Baltimore
519,0.0,PPCA,1,02,Cleveland
520,0.0,PPCA,15,01,Cleveland
521,0.0,GAP,1,04,Cleveland
522,0.0,PPCA,12,01,Cleveland
523,1.0,GAP,10,03,Cleveland
524,0.0,PPCA,20,04,Cleveland
525,0.0,GAP,1,05,Cleveland
526,0.0,PPCA,12,04,Cleveland
527,0.0,PPCA,15,04,Cleveland
528,0.0,PPCA,1,01,Cleveland
529,0.0,PPCA,20,01,Cleveland
530,0.0,PPCA,1,05,Cleveland
531,0.0,GAP,1,03,Cleveland
532,0.906000018119812,GAP,12,05,Cleveland
533,0.0,GAP,1,02,Cleveland
534,1.0,GAP,15,05,Cleveland
535,1.0,GAP,20,05,Cleveland
536,0.0,GAP,1,01,Cleveland
537,0.0,PPCA,10,02,Cleveland
538,0.8184999823570251,GAP,15,02,Cleveland
539,0.3199999928474426,GAP,12,02,Cleveland
540,1.0,GAP,20,02,Cleveland
541,0.0,PPCA,10,05,Cleveland
542,1.0,GAP,10,04,Cleveland
543,0.0,PPCA,20,03,Cleveland
544,0.0,PPCA,15,03,Cleveland
545,0.0,PPCA,12,03,Cleveland
546,0.9610000252723694,GAP,10,01,Cleveland
547,0.0,PPCA,15,02,Cleveland
548,0.0,PPCA,12,02,Cleveland
549,1.0,GAP,10,05,Cleveland
550,0.0,PPCA,20,02,Cleveland
551,1.0,GAP,20,03,Cleveland
552,0.0,PPCA,10,04,Cleveland
553,0.9359999895095825,GAP,15,03,Cleveland
554,0.9645000100135803,GAP,12,03,Cleveland
555,0.0,PPCA,10,01,Cleveland
556,0.9884999990463257,GAP,20,04,Cleveland
557,0.0,PPCA,5,05,Cleveland
558,0.0,GAP,5,03,Cleveland
559,0.012000000104308128,GAP,5,02,Cleveland
560,0.9934999942779541,GAP,15,01,Cleveland
561,0.968999981880188,GAP,12,01,Cleveland
562,0.0,PPCA,10,03,Cleveland
563,0.0,PPCA,5,04,Cleveland
564,1.0,GAP,20,01,Cleveland
565,0.9800000190734863,GAP,12,04,Cleveland
566,0.8080000281333923,GAP,5,01,Cleveland
567,0.9984999895095825,GAP,15,04,Cleveland
568,0.0,PPCA,12,05,Cleveland
569,0.0,PPCA,5,02,Cleveland
570,0.0,PPCA,15,05,Cleveland
571,0.39933332800865173,GAP,5,04,Cleveland
572,0.0,GAP,5,05,Cleveland
573,0.0,PPCA,5,03,Cleveland
574,0.0,PPCA,5,01,Cleveland
575,0.981333315372467,GAP,10,02,Cleveland
576,0.0,PPCA,20,05,Cleveland
577,0.0,GAP,15,03,Dallas
578,0.868399977684021,GAP,37,01,Dallas
579,0.0,PPCA,10,05,Dallas
580,1.0,GAP,37,04,Dallas
581,0.2879999876022339,GAP,20,03,Dallas
582,0.0,PPCA,20,03,Dallas
583,0.0,PPCA,37,04,Dallas
584,0.0,GAP,10,05,Dallas
585,0.0,PPCA,37,01,Dallas
586,0.0,PPCA,15,03,Dallas
587,0.0,PPCA,20,04,Dallas
588,0.0,PPCA,37,03,Dallas
589,0.0,PPCA,5,01,Dallas
590,0.0,GAP,10,02,Dallas
591,0.0,PPCA,15,01,Dallas
592,0.0,PPCA,20,01,Dallas
593,0.0,PPCA,5,03,Dallas
594,0.0,PPCA,15,04,Dallas
595,0.0,PPCA,5,02,Dallas
596,0.0,GAP,15,04,Dallas
597,0.2612000107765198,GAP,20,01,Dallas
598,0.0,PPCA,10,02,Dallas
599,0.0,PPCA,5,04,Dallas
600,0.0,GAP,15,01,Dallas
601,0.996399998664856,GAP,37,03,Dallas
602,0.0,PPCA,5,05,Dallas
603,0.0,GAP,20,04,Dallas
604,0.0,PPCA,10,03,Dallas
605,0.007199999876320362,GAP,37,02,Dallas
606,0.9276000261306763,GAP,20,05,Dallas
607,0.0,GAP,15,05,Dallas
608,0.0,PPCA,15,05,Dallas
609,0.0,PPCA,20,05,Dallas
610,0.0,PPCA,37,02,Dallas
611,0.0,GAP,10,03,Dallas
612,0.0,GAP,5,02,Dallas
613,0.0,GAP,10,01,Dallas
614,0.0,PPCA,15,02,Dallas
615,0.0,GAP,5,03,Dallas
616,0.0,PPCA,20,02,Dallas
617,0.0,PPCA,37,05,Dallas
618,0.0,GAP,5,01,Dallas
619,0.0,GAP,10,04,Dallas
620,0.0,GAP,5,05,Dallas
621,0.0,PPCA,10,04,Dallas
622,0.28049999475479126,GAP,37,05,Dallas
623,0.0,GAP,20,02,Dallas
624,0.0,GAP,5,04,Dallas
625,0.0,PPCA,10,01,Dallas
626,0.0,GAP,15,02,Dallas
627,0.0,PPCA,15,02,Tennessee
628,0.44200000166893005,GAP,15,03,Tennessee
629,0.008799999952316284,GAP,20,03,Tennessee
630,0.0,PPCA,20,02,Tennessee
631,0.9643999934196472,GAP,13,01,Tennessee
632,0.46799999475479126,GAP,10,05,Tennessee
633,0.0,PPCA,10,04,Tennessee
634,0.004399999976158142,GAP,13,04,Tennessee
635,0.0,PPCA,10,01,Tennessee
636,0.0,PPCA,13,05,Tennessee
637,0.0020000000949949026,GAP,10,02,Tennessee
638,0.0,PPCA,5,01,Tennessee
639,0.0,PPCA,10,03,Tennessee
